"Census Data API: Variables in /data/1990/sf3/variables
Name",Label,Concept,Required,Attributes,Limit,Predicate Type,Group,Values
P015A009,Hispanic origin Male: 14 years,Population Subjects,not required, ,0,int,N/A,N/A
P015A010,Hispanic origin Male: 15 years,Population Subjects,not required, ,0,int,N/A,N/A
P015A011,Hispanic origin Male: 16 years,Population Subjects,not required, ,0,int,N/A,N/A
P015A012,Hispanic origin Male: 17 years,Population Subjects,not required, ,0,int,N/A,N/A
P015A013,Hispanic origin Male: 18 years,Population Subjects,not required, ,0,int,N/A,N/A
P015A014,Hispanic origin Male: 19 years,Population Subjects,not required, ,0,int,N/A,N/A
P015A015,Hispanic origin Male: 20 years,Population Subjects,not required, ,0,int,N/A,N/A
P015A016,Hispanic origin Male: 21 years,Population Subjects,not required, ,0,int,N/A,N/A
P015A017,Hispanic origin Male: 22 to 24 years,Population Subjects,not required, ,0,int,N/A,N/A
P015A018,Hispanic origin Male: 25 to 29 years,Population Subjects,not required, ,0,int,N/A,N/A
P015A019,Hispanic origin Male: 30 to 34 years,Population Subjects,not required, ,0,int,N/A,N/A
P015A020,Hispanic origin Male: 35 to 39 years,Population Subjects,not required, ,0,int,N/A,N/A
P015A021,Hispanic origin Male: 40 to 44 years,Population Subjects,not required, ,0,int,N/A,N/A
P015A022,Hispanic origin Male: 45 to 49 years,Population Subjects,not required, ,0,int,N/A,N/A
P015A023,Hispanic origin Male: 50 to 54 years,Population Subjects,not required, ,0,int,N/A,N/A
P015A024,Hispanic origin Male: 55 to 59 years,Population Subjects,not required, ,0,int,N/A,N/A
P015A025,Hispanic origin Male: 60 and 61 years,Population Subjects,not required, ,0,int,N/A,N/A
P015A026,Hispanic origin Male: 62 to 64 years,Population Subjects,not required, ,0,int,N/A,N/A
P015A027,Hispanic origin Male: 65 to 69 years,Population Subjects,not required, ,0,int,N/A,N/A
P015A028,Hispanic origin Male: 70 to 74 years,Population Subjects,not required, ,0,int,N/A,N/A
P015A029,Hispanic origin Male: 75 to 79 years,Population Subjects,not required, ,0,int,N/A,N/A
P015A030,Hispanic origin Male: 80 to 84 years,Population Subjects,not required, ,0,int,N/A,N/A
P015A031,Hispanic origin Male: 85 years and over,Population Subjects,not required, ,0,int,N/A,N/A
P015B001,Hispanic origin Female: Under 1 year,Population Subjects,not required, ,0,int,N/A,N/A
P015B002,Hispanic origin Female: 1 and 2 years,Population Subjects,not required, ,0,int,N/A,N/A
P015B003,Hispanic origin Female: 3 and 4 years,Population Subjects,not required, ,0,int,N/A,N/A
P015B004,Hispanic origin Female: 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P015B005,Hispanic origin Female: 6 years,Population Subjects,not required, ,0,int,N/A,N/A
P015B006,Hispanic origin Female: 7 to 9 years,Population Subjects,not required, ,0,int,N/A,N/A
P015B007,Hispanic origin Female: 10 and 11 years,Population Subjects,not required, ,0,int,N/A,N/A
P015B008,Hispanic origin Female: 12 and 13 years,Population Subjects,not required, ,0,int,N/A,N/A
P015B009,Hispanic origin Female: 14 years,Population Subjects,not required, ,0,int,N/A,N/A
P015B010,Hispanic origin Female: 15 years,Population Subjects,not required, ,0,int,N/A,N/A
P015B011,Hispanic origin Female: 16 years,Population Subjects,not required, ,0,int,N/A,N/A
P015B012,Hispanic origin Female: 17 years,Population Subjects,not required, ,0,int,N/A,N/A
P015B013,Hispanic origin Female: 18 years,Population Subjects,not required, ,0,int,N/A,N/A
P015B014,Hispanic origin Female: 19 years,Population Subjects,not required, ,0,int,N/A,N/A
P015B015,Hispanic origin Female: 20 years,Population Subjects,not required, ,0,int,N/A,N/A
P015B016,Hispanic origin Female: 21 years,Population Subjects,not required, ,0,int,N/A,N/A
P015B017,Hispanic origin Female: 22 to 24 years,Population Subjects,not required, ,0,int,N/A,N/A
P015B018,Hispanic origin Female: 25 to 29 years,Population Subjects,not required, ,0,int,N/A,N/A
P015B019,Hispanic origin Female: 30 to 34 years,Population Subjects,not required, ,0,int,N/A,N/A
P015B020,Hispanic origin Female: 35 to 39 years,Population Subjects,not required, ,0,int,N/A,N/A
P015B021,Hispanic origin Female: 40 to 44 years,Population Subjects,not required, ,0,int,N/A,N/A
P015B022,Hispanic origin Female: 45 to 49 years,Population Subjects,not required, ,0,int,N/A,N/A
P015B023,Hispanic origin Female: 50 to 54 years,Population Subjects,not required, ,0,int,N/A,N/A
P015B024,Hispanic origin Female: 55 to 59 years,Population Subjects,not required, ,0,int,N/A,N/A
P015B025,Hispanic origin Female: 60 and 61 years,Population Subjects,not required, ,0,int,N/A,N/A
P015B026,Hispanic origin Female: 62 to 64 years,Population Subjects,not required, ,0,int,N/A,N/A
P015B027,Hispanic origin Female: 65 to 69 years,Population Subjects,not required, ,0,int,N/A,N/A
P015B028,Hispanic origin Female: 70 to 74 years,Population Subjects,not required, ,0,int,N/A,N/A
P015B029,Hispanic origin Female: 75 to 79 years,Population Subjects,not required, ,0,int,N/A,N/A
P015B030,Hispanic origin Female: 80 to 84 years,Population Subjects,not required, ,0,int,N/A,N/A
P015B031,Hispanic origin Female: 85 years-over,Population Subjects,not required, ,0,int,N/A,N/A
P0160001,PERSONS IN HOUSEHOLD[7] 1 person,Population Subjects,not required, ,0,int,N/A,N/A
P0160002,PERSONS IN HOUSEHOLD[7] 2 persons,Population Subjects,not required, ,0,int,N/A,N/A
P0160003,PERSONS IN HOUSEHOLD[7] 3 persons,Population Subjects,not required, ,0,int,N/A,N/A
P0160004,PERSONS IN HOUSEHOLD[7] 4 persons,Population Subjects,not required, ,0,int,N/A,N/A
P0160005,PERSONS IN HOUSEHOLD[7] 5 persons,Population Subjects,not required, ,0,int,N/A,N/A
P0160006,PERSONS IN HOUSEHOLD[7] 6 persons,Population Subjects,not required, ,0,int,N/A,N/A
P0160007,PERSONS IN HOUSEHOLD[7] 7 or more person,Population Subjects,not required, ,0,int,N/A,N/A
P0170001,Family households: Householder,Population Subjects,not required, ,0,int,N/A,N/A
P0170002,Family households: Spouse,Population Subjects,not required, ,0,int,N/A,N/A
P0170003,Family hholds Child: Natural-born/adopte,Population Subjects,not required, ,0,int,N/A,N/A
P0170004,Family households Child: Step,Population Subjects,not required, ,0,int,N/A,N/A
P0170005,Family households: Grandchild,Population Subjects,not required, ,0,int,N/A,N/A
P0170006,Family households: Other relatives,Population Subjects,not required, ,0,int,N/A,N/A
P0170007,Family households: Nonrelatives,Population Subjects,not required, ,0,int,N/A,N/A
P0170008,Nonfamily HH Male HHer: Living alone,Population Subjects,not required, ,0,int,N/A,N/A
P0170009,Nonfamily HH Male HHer: Not living alone,Population Subjects,not required, ,0,int,N/A,N/A
P0170010,Nonfamily HH Female HHer: Living alone,Population Subjects,not required, ,0,int,N/A,N/A
P0170011,Nonfmly HH Female HHer: Not living alone,Population Subjects,not required, ,0,int,N/A,N/A
P0170012,Nonfamily households: Nonrelatives,Population Subjects,not required, ,0,int,N/A,N/A
P0170013,Group quarters: Institutionalized person,Population Subjects,not required, ,0,int,N/A,N/A
P0170014,Group quarters: Other persons,Population Subjects,not required, ,0,int,N/A,N/A
P0170015,Filler,Population Subjects,not required, ,0,int,N/A,N/A
P0180001,Family households: Householder,Population Subjects,not required, ,0,int,N/A,N/A
P0180002,Family households: Spouse,Population Subjects,not required, ,0,int,N/A,N/A
P0180003,Family households: Other relatives,Population Subjects,not required, ,0,int,N/A,N/A
P0180004,Family households: Nonrelatives,Population Subjects,not required, ,0,int,N/A,N/A
P0180005,Nonfamily HHs Male HHer: Living alone,Population Subjects,not required, ,0,int,N/A,N/A
P0180006,Nonfamily HHs Male HHer: Not living alon,Population Subjects,not required, ,0,int,N/A,N/A
P0180007,Nonfamily HHs Female HHer: Living alone,Population Subjects,not required, ,0,int,N/A,N/A
P0180008,Nonfmly HHs Female HHer: Not living alon,Population Subjects,not required, ,0,int,N/A,N/A
P0180009,Nonfamily households: Nonrelatives,Population Subjects,not required, ,0,int,N/A,N/A
P0180010,Group quarters: Institutionalized person,Population Subjects,not required, ,0,int,N/A,N/A
P0180011,Group quarters: Other persons,Population Subjects,not required, ,0,int,N/A,N/A
P0180012,Filler,Population Subjects,not required, ,0,int,N/A,N/A
P0190001,Married-couple: With own chld<18 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P0190002,Married-couple: No own chld<18 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P0190003,Male HHer no wife: With own chld<18 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P0190004,Male HHer no wife: No own chld<18 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P0190005,Female HHer no hsd: With own chld<18 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P0190006,Female HHer no hsd: No own chld<18 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P0190007,Nonfamily households,Population Subjects,not required, ,0,int,N/A,N/A
P0200001,White Married-cple: With own chld<18 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P0200002,White Married-couple: No own chld<18 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P0200003,White Male HHer no wife: With own chld<18,Population Subjects,not required, ,0,int,N/A,N/A
P0200004,White Male HHer no wife: No own chld<18,Population Subjects,not required, ,0,int,N/A,N/A
P0200005,White Female HHer no hsd: With own chl<18,Population Subjects,not required, ,0,int,N/A,N/A
P0200006,White Female HHer no hsd: No own chld<18,Population Subjects,not required, ,0,int,N/A,N/A
P0200007,White Nonfamily households,Population Subjects,not required, ,0,int,N/A,N/A
P0200008,Black Married-cple: With own chld<18 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P0200009,Black Married-cple: No own chld<18 yrs,Population Subjects,not required, ,0,int,N/A,N/A
P0200010,Black Male HHer no wife: With own chld<18,Population Subjects,not required, ,0,int,N/A,N/A
P0200011,Black Male HHer no wife: No own chld<18,Population Subjects,not required, ,0,int,N/A,N/A
P0200012,Black Female HHer no hsd: With own chd<18,Population Subjects,not required, ,0,int,N/A,N/A
P0200013,Black Female HHer no hsd: No own chld18,Population Subjects,not required, ,0,int,N/A,N/A
P0200014,Black Nonfamily households,Population Subjects,not required, ,0,int,N/A,N/A
P0200015,Am Indian Married-cple: With own chld<18,Population Subjects,not required, ,0,int,N/A,N/A
P0200016,Am Indian Married-cple: No own chld<18,Population Subjects,not required, ,0,int,N/A,N/A
P0200017,Am Ind Male HHer no wf: With own chld<18,Population Subjects,not required, ,0,int,N/A,N/A
P0200018,Am Ind Male HHer no wf: No own chld<18,Population Subjects,not required, ,0,int,N/A,N/A
P0200019,Am Ind Fele HHer no hsd: With own chld<18,Population Subjects,not required, ,0,int,N/A,N/A
P0200020,Am Ind Fele HHer no hsd: No own chld<18,Population Subjects,not required, ,0,int,N/A,N/A
P0200021,American Indian: Nonfamily households,Population Subjects,not required, ,0,int,N/A,N/A
P0200022,Asian Married couple: With own chld<18,Population Subjects,not required, ,0,int,N/A,N/A
P0200023,Asian Married couple: No own chld<18,Population Subjects,not required, ,0,int,N/A,N/A
P0200024,Asian Male HHer no wife: With own chld<18,Population Subjects,not required, ,0,int,N/A,N/A
P0200025,Asian Male HHer no wife: No own chld<18,Population Subjects,not required, ,0,int,N/A,N/A
P0200026,Asian Female HHer no hsd: With own chl<18,Population Subjects,not required, ,0,int,N/A,N/A
P0200027,Asian Female HHer no hsd: No own chld<18,Population Subjects,not required, ,0,int,N/A,N/A
P0200028,Asian Nonfamily households,Population Subjects,not required, ,0,int,N/A,N/A
P0200029,Other Married couple: With own chld<18,Population Subjects,not required, ,0,int,N/A,N/A
P0200030,Other Married couple: No own chld<18,Population Subjects,not required, ,0,int,N/A,N/A
P0200031,Other Male HHer no wife: With own chld<18,Population Subjects,not required, ,0,int,N/A,N/A
P0200032,Other Male HHer no wife: No own chld<18,Population Subjects,not required, ,0,int,N/A,N/A
P0200033,Other Female HHer no hsd: With own chl<18,Population Subjects,not required, ,0,int,N/A,N/A
P0200034,Other Female HHer no hsd: No own chld<18,Population Subjects,not required, ,0,int,N/A,N/A
P0200035,Other Nonfamily households,Population Subjects,not required, ,0,int,N/A,N/A
P0210001,Hispanic Married-couple: With own chld<18,Population Subjects,not required, ,0,int,N/A,N/A
P0210002,Hispanic Married-couple: No own chld<18,Population Subjects,not required, ,0,int,N/A,N/A
P0210003,Hispanic Male HHer no wf: With own chl<18,Population Subjects,not required, ,0,int,N/A,N/A
P0210004,Hispanic Male HHer no wife: No own chl<18,Population Subjects,not required, ,0,int,N/A,N/A
P0210005,Hisp Female HHer no hsd: With own chl<18,Population Subjects,not required, ,0,int,N/A,N/A
P0210006,Hisp Female HHer no hsd: No own chld<18,Population Subjects,not required, ,0,int,N/A,N/A
P0210007,Hispanic Nonfamily households,Population Subjects,not required, ,0,int,N/A,N/A
P0220001,Family Married couple: With chld 18-over,Population Subjects,not required, ,0,int,N/A,N/A
P0220002,Family Married couple: No child 18-over,Population Subjects,not required, ,0,int,N/A,N/A
P0220003,Family Male HHer no wf: With chld 18-ove,Population Subjects,not required, ,0,int,N/A,N/A
P0220004,Family Male HHer no wf: No chld 18-over,Population Subjects,not required, ,0,int,N/A,N/A
P0220005,Family Female HHer no hsd: With chld 18+,Population Subjects,not required, ,0,int,N/A,N/A
P0220006,Family Female HHer no hsd: No chld 18+,Population Subjects,not required, ,0,int,N/A,N/A
P0230001,Married-couple family: Under 3 years,Population Subjects,not required, ,0,int,N/A,N/A
P0230002,Married-couple family: 3 and 4 years,Population Subjects,not required, ,0,int,N/A,N/A
P0230003,Married-couple family: 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P0230004,Married-couple family: 6 to 1 1 years,Population Subjects,not required, ,0,int,N/A,N/A
P0230005,Married-couple family: 12 and 13 years,Population Subjects,not required, ,0,int,N/A,N/A
P0230006,Married-couple family: 14 years,Population Subjects,not required, ,0,int,N/A,N/A
P0230007,Married-couple family: 15 to 17 years,Population Subjects,not required, ,0,int,N/A,N/A
P0230008,Male HHer no wife: Under 3 years,Population Subjects,not required, ,0,int,N/A,N/A
P0230009,Male HHer no wife: 3 and 4 years,Population Subjects,not required, ,0,int,N/A,N/A
P0230010,Male HHer no wife: 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P0230011,Male HHer no wife: 6 to 1 1 years,Population Subjects,not required, ,0,int,N/A,N/A
P0230012,Male HHer no wife: 12 and 13 years,Population Subjects,not required, ,0,int,N/A,N/A
P0230013,Male HHer no wife: 14 years,Population Subjects,not required, ,0,int,N/A,N/A
P0230014,Male HHer no wife: 15 to 17 years,Population Subjects,not required, ,0,int,N/A,N/A
P0230015,Femael HHer no husband: Under 3 years,Population Subjects,not required, ,0,int,N/A,N/A
P0230016,Femael HHer no husband: 3 and 4 years,Population Subjects,not required, ,0,int,N/A,N/A
P0230017,Femael HHer no husband: 5 years,Population Subjects,not required, ,0,int,N/A,N/A
P0230018,Femael HHer no husband: 6 to 11 years,Population Subjects,not required, ,0,int,N/A,N/A
P0230019,Femael HHer no husband: 12 and 13 years,Population Subjects,not required, ,0,int,N/A,N/A
P0230020,Femael HHer no husband: 14 years,Population Subjects,not required, ,0,int,N/A,N/A
P0230021,Femael HHer no husband: 15 to 17 years,Population Subjects,not required, ,0,int,N/A,N/A
P0240001,Family HHs: 15 to 24 years,Population Subjects,not required, ,0,int,N/A,N/A
P0240002,Family HHs: 25 to 34 years,Population Subjects,not required, ,0,int,N/A,N/A
P0240003,Family HHs: 35 to 44 years,Population Subjects,not required, ,0,int,N/A,N/A
P0240004,Family HHs: 45 to 54 years,Population Subjects,not required, ,0,int,N/A,N/A
P0240005,Family HHs: 55 to 64 years,Population Subjects,not required, ,0,int,N/A,N/A
P0240006,Family HHs: 65 to 74 years,Population Subjects,not required, ,0,int,N/A,N/A
P0240007,Family HHs: 75 years and over,Population Subjects,not required, ,0,int,N/A,N/A
P0240008,Nonfamily HHs: 15 to 24 years,Population Subjects,not required, ,0,int,N/A,N/A
P0240009,Nonfamily HHs: 25 to 34 years,Population Subjects,not required, ,0,int,N/A,N/A
P0240010,Nonfamily HHs: 35 to 44 years,Population Subjects,not required, ,0,int,N/A,N/A
P0240011,Nonfamily HHs: 45 to 54 years,Population Subjects,not required, ,0,int,N/A,N/A
P0240012,Nonfamily HHs: 55 to 64 years,Population Subjects,not required, ,0,int,N/A,N/A
P0240013,Nonfamily HHs: 65 to 74 years,Population Subjects,not required, ,0,int,N/A,N/A
P0240014,Nonfamily HHs: 75 years and over,Population Subjects,not required, ,0,int,N/A,N/A
P0250001,Married-cple subfmly: With own chld <18,Population Subjects,not required, ,0,int,N/A,N/A
P0250002,Married-cple subfmly: No own chld <18,Population Subjects,not required, ,0,int,N/A,N/A
P0250003,Mother-child subfamily,Population Subjects,not required, ,0,int,N/A,N/A
P0250004,Father-child subfamily,Population Subjects,not required, ,0,int,N/A,N/A
P0260001,Married-couple subfamily: Reference pers,Population Subjects,not required, ,0,int,N/A,N/A
P0260002,Married-couple subfamily: Spouse,Population Subjects,not required, ,0,int,N/A,N/A
P0260003,Married-couple subfamily: Child,Population Subjects,not required, ,0,int,N/A,N/A
P0260004,Mother-child family: Parent,Population Subjects,not required, ,0,int,N/A,N/A
P0260005,Mother-child family: Child,Population Subjects,not required, ,0,int,N/A,N/A
P0260006,Father-child family: Parent,Population Subjects,not required, ,0,int,N/A,N/A
P0260007,Father-child family: Child,Population Subjects,not required, ,0,int,N/A,N/A
P0270001,Male: Never married,Population Subjects,not required, ,0,int,N/A,N/A
P0270002,"Male: Married, spouse present",Population Subjects,not required, ,0,int,N/A,N/A
P0270003,Male: Separated,Population Subjects,not required, ,0,int,N/A,N/A
P0270004,Male: Other,Population Subjects,not required, ,0,int,N/A,N/A
P0270005,Male: Widowed,Population Subjects,not required, ,0,int,N/A,N/A
P0270006,Male: Divorced,Population Subjects,not required, ,0,int,N/A,N/A
P0270007,Female: Never married,Population Subjects,not required, ,0,int,N/A,N/A
P0270008,"Female: Married, spouse present",Population Subjects,not required, ,0,int,N/A,N/A
