"Census Data API: Variables in /data/2000/sf3/variables
Name",Label,Concept,Required,Attributes,Limit,Predicate Type,Group,Values
HCT006109,"Total: Renter occupied: Built 1970 to 1979: 1, detached or attached",HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006110,Total: Renter occupied: Built 1970 to 1979: 2 to 4,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006111,Total: Renter occupied: Built 1970 to 1979: 5 to 19,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006112,Total: Renter occupied: Built 1970 to 1979: 20 to 49,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006113,Total: Renter occupied: Built 1970 to 1979: 50 or more,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006114,Total: Renter occupied: Built 1970 to 1979: Mobile home,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006115,"Total: Renter occupied: Built 1970 to 1979: Boat, RV, van, etc",HCT6. Tenure by Year Structure Built by Units in Structure [147] .,not required, ,0,(not a predicate),N/A,N/A
HCT006116,Total: Renter occupied: Built 1960 to 1969:,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006117,"Total: Renter occupied: Built 1960 to 1969: 1, detached or attached",HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006118,Total: Renter occupied: Built 1960 to 1969: 2 to 4,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006119,Total: Renter occupied: Built 1960 to 1969: 5 to 19,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006120,Total: Renter occupied: Built 1960 to 1969: 20 to 49,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006121,Total: Renter occupied: Built 1960 to 1969: 50 or more,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006122,Total: Renter occupied: Built 1960 to 1969: Mobile home,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006123,"Total: Renter occupied: Built 1960 to 1969: Boat, RV, van, etc",HCT6. Tenure by Year Structure Built by Units in Structure [147] .,not required, ,0,(not a predicate),N/A,N/A
HCT006124,Total: Renter occupied: Built 1950 to 1959:,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006125,"Total: Renter occupied: Built 1950 to 1959: 1, detached or attached",HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006126,Total: Renter occupied: Built 1950 to 1959: 2 to 4,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006127,Total: Renter occupied: Built 1950 to 1959: 5 to 19,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006128,Total: Renter occupied: Built 1950 to 1959: 20 to 49,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006129,Total: Renter occupied: Built 1950 to 1959: 50 or more,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006130,Total: Renter occupied: Built 1950 to 1959: Mobile home,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006131,"Total: Renter occupied: Built 1950 to 1959: Boat, RV, van, etc",HCT6. Tenure by Year Structure Built by Units in Structure [147] .,not required, ,0,(not a predicate),N/A,N/A
HCT006132,Total: Renter occupied: Built 1940 to 1949:,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006133,"Total: Renter occupied: Built 1940 to 1949: 1, detached or attached",HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006134,Total: Renter occupied: Built 1940 to 1949: 2 to 4,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006135,Total: Renter occupied: Built 1940 to 1949: 5 to 19,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006136,Total: Renter occupied: Built 1940 to 1949: 20 to 49,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006137,Total: Renter occupied: Built 1940 to 1949: 50 or more,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006138,Total: Renter occupied: Built 1940 to 1949: Mobile home,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006139,"Total: Renter occupied: Built 1940 to 1949: Boat, RV, van, etc",HCT6. Tenure by Year Structure Built by Units in Structure [147] .,not required, ,0,(not a predicate),N/A,N/A
HCT006140,Total: Renter occupied: Built 1939 or earlier:,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006141,"Total: Renter occupied: Built 1939 or earlier: 1, detached or attached",HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006142,Total: Renter occupied: Built 1939 or earlier: 2 to 4,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006143,Total: Renter occupied: Built 1939 or earlier: 5 to 19,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006144,Total: Renter occupied: Built 1939 or earlier: 20 to 49,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006145,Total: Renter occupied: Built 1939 or earlier: 50 or more,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006146,Total: Renter occupied: Built 1939 or earlier: Mobile home,HCT6. Tenure by Year Structure Built by Units in Structure [147],not required, ,0,(not a predicate),N/A,N/A
HCT006147,"Total: Renter occupied: Built 1939 or earlier: Boat, RV, van, etc",HCT6. Tenure by Year Structure Built by Units in Structure [147] .,not required, ,0,(not a predicate),N/A,N/A
HCT007001,Total: Occupied housing units,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007002,Total: Owner occupied:,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007003,Total: Owner occupied: Householder 15 to 24 years:,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007004,Total: Owner occupied: Householder 15 to 24 years: Moved in 1999 to March 2000,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007005,Total: Owner occupied: Householder 15 to 24 years: Moved in 1995 to 1998,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007006,Total: Owner occupied: Householder 15 to 24 years: Moved in 1990 to 1994,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007007,Total: Owner occupied: Householder 15 to 24 years: Moved in 1980 to 1989,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007008,Total: Owner occupied: Householder 15 to 24 years: Moved in 1970 to 1979,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007009,Total: Owner occupied: Householder 15 to 24 years: Moved in 1969 or earlier,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007010,Total: Owner occupied: Householder 25 to 34 years:,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007011,Total: Owner occupied: Householder 25 to 34 years: Moved in 1999 to March 2000,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007012,Total: Owner occupied: Householder 25 to 34 years: Moved in 1995 to 1998,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007013,Total: Owner occupied: Householder 25 to 34 years: Moved in 1990 to 1994,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007014,Total: Owner occupied: Householder 25 to 34 years: Moved in 1980 to 1989,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007015,Total: Owner occupied: Householder 25 to 34 years: Moved in 1970 to 1979,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007016,Total: Owner occupied: Householder 25 to 34 years: Moved in 1969 or earlier,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007017,Total: Owner occupied: Householder 35 to 44 years:,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007018,Total: Owner occupied: Householder 35 to 44 years: Moved in 1999 to March 2000,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007019,Total: Owner occupied: Householder 35 to 44 years: Moved in 1995 to 1998,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007020,Total: Owner occupied: Householder 35 to 44 years: Moved in 1990 to 1994,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007021,Total: Owner occupied: Householder 35 to 44 years: Moved in 1980 to 1989,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007022,Total: Owner occupied: Householder 35 to 44 years: Moved in 1970 to 1979,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007023,Total: Owner occupied: Householder 35 to 44 years: Moved in 1969 or earlier,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007024,Total: Owner occupied: Householder 45 to 54 years:,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007025,Total: Owner occupied: Householder 45 to 54 years: Moved in 1999 to March 2000,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007026,Total: Owner occupied: Householder 45 to 54 years: Moved in 1995 to 1998,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007027,Total: Owner occupied: Householder 45 to 54 years: Moved in 1990 to 1994,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007028,Total: Owner occupied: Householder 45 to 54 years: Moved in 1980 to 1989,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007029,Total: Owner occupied: Householder 45 to 54 years: Moved in 1970 to 1979,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007030,Total: Owner occupied: Householder 45 to 54 years: Moved in 1969 or earlier,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007031,Total: Owner occupied: Householder 55 to 64 years:,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007032,Total: Owner occupied: Householder 55 to 64 years: Moved in 1999 to March 2000,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007033,Total: Owner occupied: Householder 55 to 64 years: Moved in 1995 to 1998,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007034,Total: Owner occupied: Householder 55 to 64 years: Moved in 1990 to 1994,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007035,Total: Owner occupied: Householder 55 to 64 years: Moved in 1980 to 1989,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007036,Total: Owner occupied: Householder 55 to 64 years: Moved in 1970 to 1979,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007037,Total: Owner occupied: Householder 55 to 64 years: Moved in 1969 or earlier,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007038,Total: Owner occupied: Householder 65 to 74 years:,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007039,Total: Owner occupied: Householder 65 to 74 years: Moved in 1999 to March 2000,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007040,Total: Owner occupied: Householder 65 to 74 years: Moved in 1995 to 1998,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007041,Total: Owner occupied: Householder 65 to 74 years: Moved in 1990 to 1994,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007042,Total: Owner occupied: Householder 65 to 74 years: Moved in 1980 to 1989,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007043,Total: Owner occupied: Householder 65 to 74 years: Moved in 1970 to 1979,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
HCT007044,Total: Owner occupied: Householder 65 to 74 years: Moved in 1969 or earlier,HCT7. Tenure by Age of Householder by Year Householder Moved Into Unit [101],not required, ,0,(not a predicate),N/A,N/A
